DH	INVJ	Xt	Mt	XMt	NDH
0.0189366550686	0.5	0.0	0.0657	0.0442880357575	32.3703505446
-2.21881628518	2.0	0.00290250558174	0.0655370131481	0.22254710295	-948.212087684
-3.51397172053	2.0	0.0144408787954	0.0648890891138	0.402597268532	-1501.69731647
-4.06903934754	2.0	0.025865880619	0.0642475313191	0.584465663507	-1738.90570408
-4.46823998033	2.0	0.0371791737961	0.0636122463945	0.76817996962	-1909.5042651
-4.32470998781	2.0	0.0483823887132	0.0629831427876	0.953768433409	-1848.16666146
-3.50077599804	2.0	0.059477124183	0.062360130719	1.14125988068	-1496.05811882
-2.54740393189	2.0	0.0704649482053	0.0617431221392	1.33068373142	-1088.63415893
-1.7504472469	2.0	0.0813473987053	0.0611320306881	1.52207001522	-748.054379016
-1.16342485363	2.0	0.092125984252	0.0605267716535	1.71544938711	-497.190108387
-0.850281751135	2.0	0.102802184754	0.059927261933	1.91085314394	-363.368269716
-0.617093653549	2.0	0.113377452139	0.0593334199953	2.10831324129	-263.715236559
-0.508680160647	2.0	0.123853211009	0.0587451658433	2.30786231083	-217.384684037
-0.403078652778	2.0	0.134230859284	0.0581624209787	2.50953367838	-172.25583452
-0.348970074477	2.0	0.144511768818	0.0575851083663	2.71336138239	-149.13251046
-0.278992200161	2.0	0.154697286013	0.0570131524008	2.91938019313	-119.227435966
-0.246561996596	2.0	0.164788732394	0.0564464788732	3.12762563247	-105.368374614
-0.24111375119	2.0	0.174787405194	0.0558850149391	3.33813399426	-103.040064611
-0.253999238475	2.0	0.1846945779	0.0553286890872	3.55094236547	-108.546683109
-0.192941385974	2.0	0.194511500797	0.0547774311091	3.76608864793	-82.4535837496
	--	0.204239401496	0.0542311720698	--
