TITLE,170601_29uM-hA5_100uMEDTA_500uMCu_500uMCa
DATA TYPE,
ORIGIN,JASCO
OWNER,
DATE,17/06/01
TIME,17:50:51
SPECTROMETER/DATA SYSTEM,
LOCALE,1033
RESOLUTION,
DELTAX,-1
XUNITS,NANOMETERS
YUNITS,CD [mdeg]
Y2UNITS,HT [V]
FIRSTX,  250.0000
LASTX,  200.0000
NPOINTS,      51
FIRSTY,    -0.33538
MAXY,     9.04454
MINY,   -70.33467
XYDATA
250.0000,-0.335377,284.972
249.0000,-0.547799,285.416
248.0000,-0.785056,285.815
247.0000,-1.10067,286.226
246.0000,-1.56015,286.744
245.0000,-2.08158,287.248
244.0000,-2.84826,287.796
243.0000,-3.84821,288.438
242.0000,-5.07821,289.192
241.0000,-6.64932,290.119
240.0000,-8.44354,291.218
239.0000,-10.7119,292.579
238.0000,-13.5835,294.113
237.0000,-16.911,295.929
236.0000,-20.6894,297.884
235.0000,-25.09,299.988
234.0000,-29.8124,302.185
233.0000,-34.9021,304.465
232.0000,-40.1938,306.747
231.0000,-45.5003,309.115
230.0000,-50.6037,311.362
229.0000,-55.3805,313.717
228.0000,-59.6851,316.331
227.0000,-63.389,318.862
226.0000,-66.3064,321.448
225.0000,-68.5355,324.118
224.0000,-69.4758,326.98
223.0000,-70.3347,330.074
222.0000,-70.0928,333.656
221.0000,-69.2478,337.76
220.0000,-67.9398,342.343
219.0000,-66.3021,347.261
218.0000,-65.0532,352.328
217.0000,-63.8673,357.635
216.0000,-63.1379,363.518
215.0000,-62.494,370.096
214.0000,-62.1493,377.23
213.0000,-62.5813,385.062
212.0000,-63.8298,393.98
211.0000,-65.2261,404.258
210.0000,-66.9213,415.872
209.0000,-67.9914,428.9
208.0000,-67.8128,443.696
207.0000,-66.1525,460.585
206.0000,-61.7687,479.808
205.0000,-54.8121,501.526
204.0000,-47.5137,526.455
203.0000,-37.718,553.993
202.0000,-25.5258,583.797
201.0000,-10.2661,616.928
200.0000,9.04454,653.716

##### Extended Information
[Comments]
Sample name,170601_29uM-hA5_100uMEDTA_500uMCu_500uMCa
Comment
User
Division
Company,Univ. of Oregon

[Detailed Information]
Creation date,6/1/2017 5:50 PM

Data array type,Linear data array * 2
Horizontal axis,Wavelength [nm]
Vertical axis(1),CD [mdeg]
Vertical axis(2),HT [V]
Start,250 nm
End,200 nm
Data interval,1 nm
Data points,51      

[Measurement Information]
Instrument Name,Jasco CD
Model Name,J-815
Serial No.,B042061168

Accessory,MPTC-490S
Accessory S/N,B006861326
  Cell,1
  Temperature,25.00 C
  Control Sonsor,Holder
  Monitor Sensor,Holder
  Start Mode,Start immediately
  Cell Length,10 mm

Photometric Mode,CD, HT
Measure Range,250 - 200 nm
Data pitch,1 nm
Sensitivity,Standard
D.I.T.,4 sec
Bandwidth,1.00 nm
Start Mode,Immediately
Scanning Speed,10 nm/min
Baseline Correction,None
Shutter Control,Auto
PMT Voltage,Auto
No. of cycle,5/5
Concentration,5 umol/L

