TITLE,170601_29uM-hA5_100uMEDTA_apo
DATA TYPE,
ORIGIN,JASCO
OWNER,
DATE,17/06/01
TIME,17:49:34
SPECTROMETER/DATA SYSTEM,
LOCALE,1033
RESOLUTION,
DELTAX,-1
XUNITS,NANOMETERS
YUNITS,CD [mdeg]
Y2UNITS,HT [V]
FIRSTX,  250.0000
LASTX,  200.0000
NPOINTS,      51
FIRSTY,    -0.20929
MAXY,     1.31840
MINY,   -59.56050
XYDATA
250.0000,-0.209292,276.352
249.0000,-0.346373,276.877
248.0000,-0.510674,277.368
247.0000,-0.696603,277.88
246.0000,-1.08363,278.498
245.0000,-1.60001,279.094
244.0000,-2.15763,279.757
243.0000,-3.03722,280.519
242.0000,-4.04884,281.404
241.0000,-5.34996,282.42
240.0000,-6.84563,283.654
239.0000,-8.72427,285.135
238.0000,-11.1688,286.79
237.0000,-13.8299,288.715
236.0000,-17.0202,290.78
235.0000,-20.6274,292.978
234.0000,-24.5383,295.297
233.0000,-28.636,297.653
232.0000,-32.9291,300.007
231.0000,-37.1047,302.417
230.0000,-41.1653,304.735
229.0000,-45.0067,307.197
228.0000,-48.2742,309.9
227.0000,-51.1459,312.502
226.0000,-53.1996,315.19
225.0000,-54.78,318.003
224.0000,-55.6418,321.061
223.0000,-55.7929,324.412
222.0000,-55.3962,328.188
221.0000,-55.0701,332.434
220.0000,-54.2182,337.032
219.0000,-53.3821,341.883
218.0000,-52.7687,346.887
217.0000,-51.9846,352.313
216.0000,-51.4578,358.365
215.0000,-51.1821,364.972
214.0000,-51.2858,372.137
213.0000,-52.0171,380.034
212.0000,-53.1687,389.122
211.0000,-54.7813,399.543
210.0000,-57.1131,411.263
209.0000,-59.0463,424.742
208.0000,-59.5605,440.117
207.0000,-58.6793,457.79
206.0000,-55.5348,477.944
205.0000,-51.5673,500.854
204.0000,-44.2519,527.247
203.0000,-36.1451,556.316
202.0000,-26.0983,587.205
201.0000,-12.4455,621.273
200.0000,1.3184,657.589

##### Extended Information
[Comments]
Sample name,170601_29uM-hA5_100uMEDTA_apo
Comment
User
Division
Company,Univ. of Oregon

[Detailed Information]
Creation date,6/1/2017 5:49 PM

Data array type,Linear data array * 2
Horizontal axis,Wavelength [nm]
Vertical axis(1),CD [mdeg]
Vertical axis(2),HT [V]
Start,250 nm
End,200 nm
Data interval,1 nm
Data points,51      

[Measurement Information]
Instrument Name,Jasco CD
Model Name,J-815
Serial No.,B042061168

Accessory,MPTC-490S
Accessory S/N,B006861326
  Cell,1
  Temperature,25.00 C
  Control Sonsor,Holder
  Monitor Sensor,Holder
  Start Mode,Start immediately
  Cell Length,10 mm

Photometric Mode,CD, HT
Measure Range,250 - 200 nm
Data pitch,1 nm
Sensitivity,Standard
D.I.T.,4 sec
Bandwidth,1.00 nm
Start Mode,Immediately
Scanning Speed,10 nm/min
Baseline Correction,None
Shutter Control,Auto
PMT Voltage,Auto
No. of cycle,5/5
Concentration,5 umol/L

