DH	INVJ	Xt	Mt	XMt	NDH
-0.00100005578393	0.5	0.0	0.0657	0.0246044643097	-3.07709471979
-1.28339074557	2.0	0.00161250310097	0.0655370131481	0.123637279417	-987.223650436
-1.73240728091	2.0	0.00802271044187	0.0648890891138	0.223665149185	-1332.62098531
-1.98209458347	2.0	0.0143699336772	0.0642475313191	0.324703146393	-1524.68814113
-2.15985294797	2.0	0.0206550965534	0.0636122463945	0.426766649789	-1661.42534459
-2.33446156205	2.0	0.0268791048407	0.0629831427876	0.529871351894	-1795.73966312
-2.46698445416	2.0	0.0330428467683	0.062360130719	0.634033267043	-1897.68034935
-2.62685758802	2.0	0.0391471934474	0.0617431221392	0.739268739678	-2020.65968309
-2.56085596269	2.0	0.0451929992807	0.0611320306881	0.8455944529	-1969.88920207
-2.28133386923	2.0	0.0511811023622	0.0605267716535	0.953027437283	-1754.8722071
-2.05095114319	2.0	0.0571123248635	0.059927261933	1.06158507997	-1577.65472553
-1.66078862643	2.0	0.0629874734105	0.0593334199953	1.17128513405	-1277.52971264
-1.36185984319	2.0	0.0688073394495	0.0587451658433	1.28214572824	-1047.58449476
-1.13086888809	2.0	0.074572699602	0.0581624209787	1.39418537688	-869.899144684
-0.959142233138	2.0	0.0802843160103	0.0575851083663	1.50742299021	-737.801717799
-0.780922700521	2.0	0.0859429366736	0.0570131524008	1.62187788507	-600.709769631
-0.623369238806	2.0	0.0915492957746	0.0564464788732	1.73756979581	-479.514799082
-0.507794276961	2.0	0.0971041139968	0.0558850149391	1.8545188857	-390.610982278
-0.485239668075	2.0	0.102608098833	0.0553286890872	1.9727457586	-373.261283134
-0.396909538116	2.0	0.108061944887	0.0547774311091	2.09227147107	-305.31502932
	--	0.113466334165	0.0542311720698	--
