00001.ip2 	2.182140e-01
00002.ip2 	2.161849e-01
00003.ip2 	2.037883e-01
00004.ip2 	2.006142e-01
00005.ip2 	2.220453e-01
00006.ip2 	2.571687e-01
00007.ip2 	2.936430e-01
00008.ip2 	3.297120e-01
00009.ip2 	3.612074e-01
00010.ip2 	3.879654e-01
00011.ip2 	4.124148e-01
00012.ip2 	4.347347e-01
00013.ip2 	4.510685e-01
00014.ip2 	4.660319e-01
00015.ip2 	4.802849e-01
00016.ip2 	4.890722e-01
00017.ip2 	4.967594e-01
00018.ip2 	5.045350e-01
00019.ip2 	5.078979e-01
00020.ip2 	5.123155e-01
00021.ip2 	5.131155e-01
00022.ip2 	5.123231e-01
00023.ip2 	5.106851e-01
00024.ip2 	5.074880e-01
00025.ip2 	5.020768e-01
00026.ip2 	4.971794e-01
00027.ip2 	4.908710e-01
00028.ip2 	4.814838e-01
00029.ip2 	4.735981e-01
00030.ip2 	4.624643e-01
00031.ip2 	4.572001e-01
00032.ip2 	4.425000e-01
00033.ip2 	4.339077e-01
00034.ip2 	4.221824e-01
00035.ip2 	4.092743e-01
00036.ip2 	3.973410e-01
00037.ip2 	3.844091e-01
00038.ip2 	3.713944e-01
00039.ip2 	3.586823e-01
00040.ip2 	3.457739e-01
00041.ip2 	3.322926e-01
00042.ip2 	3.201562e-01
00043.ip2 	3.080695e-01
00044.ip2 	2.945696e-01
00045.ip2 	2.827701e-01
00046.ip2 	2.701045e-01
00047.ip2 	2.578755e-01
00048.ip2 	2.459817e-01
00049.ip2 	2.345148e-01
00050.ip2 	2.234370e-01
00051.ip2 	2.123148e-01
00052.ip2 	2.012658e-01
00053.ip2 	1.909286e-01
00054.ip2 	1.808299e-01
00055.ip2 	1.716156e-01
00056.ip2 	1.627180e-01
00057.ip2 	1.550909e-01
00058.ip2 	1.441144e-01
00059.ip2 	1.354409e-01
00060.ip2 	1.283560e-01
00061.ip2 	1.252162e-01
00062.ip2 	1.184573e-01
00063.ip2 	1.069918e-01
00064.ip2 	1.032680e-01
00065.ip2 	1.005839e-01
00066.ip2 	9.489920e-02
00067.ip2 	9.147820e-02
00068.ip2 	8.801004e-02
00069.ip2 	8.320504e-02
00070.ip2 	8.047263e-02
00071.ip2 	7.833264e-02
00072.ip2 	7.867569e-02
00073.ip2 	7.911299e-02
00074.ip2 	7.567837e-02
00075.ip2 	7.626797e-02
00076.ip2 	7.951654e-02
00077.ip2 	7.759500e-02
00078.ip2 	7.946706e-02
00079.ip2 	8.120885e-02
00080.ip2 	8.307899e-02
00081.ip2 	8.677609e-02
00082.ip2 	8.743031e-02
00083.ip2 	9.253603e-02
00084.ip2 	9.514629e-02
00085.ip2 	9.755792e-02
00086.ip2 	9.917572e-02
00087.ip2 	1.027869e-01
00088.ip2 	1.066307e-01
00089.ip2 	1.091206e-01
00090.ip2 	1.100725e-01
00091.ip2 	1.130216e-01
00092.ip2 	1.164131e-01
00093.ip2 	1.196448e-01
00094.ip2 	1.208845e-01
00095.ip2 	1.245080e-01
00096.ip2 	1.258666e-01
00097.ip2 	1.283166e-01
00098.ip2 	1.297249e-01
00099.ip2 	1.333170e-01
00100.ip2 	1.349247e-01
00101.ip2 	1.358928e-01
00102.ip2 	1.388780e-01
00103.ip2 	1.405040e-01
00104.ip2 	1.411563e-01
00105.ip2 	1.429195e-01
00106.ip2 	1.457213e-01
00107.ip2 	1.470625e-01
00108.ip2 	1.485693e-01
00109.ip2 	1.496089e-01
00110.ip2 	1.505621e-01
00111.ip2 	1.513739e-01
00112.ip2 	1.524400e-01
00113.ip2 	1.549331e-01
00114.ip2 	1.553394e-01
00115.ip2 	1.563198e-01
00116.ip2 	1.573493e-01
00117.ip2 	1.584031e-01
00118.ip2 	1.594918e-01
00119.ip2 	1.604340e-01
00120.ip2 	1.609415e-01
00121.ip2 	1.616207e-01
00122.ip2 	1.633164e-01
00123.ip2 	1.633874e-01
00124.ip2 	1.649162e-01
00125.ip2 	1.660867e-01
00126.ip2 	1.667272e-01
00127.ip2 	1.675513e-01
00128.ip2 	1.671969e-01
00129.ip2 	1.673943e-01
00130.ip2 	1.682105e-01
00131.ip2 	1.684283e-01
00132.ip2 	1.715182e-01
00133.ip2 	1.712525e-01
00134.ip2 	1.724398e-01
00135.ip2 	1.727560e-01
00136.ip2 	1.731365e-01
00137.ip2 	1.727176e-01
00138.ip2 	1.725496e-01
00139.ip2 	1.752263e-01
00140.ip2 	1.743887e-01
00141.ip2 	1.757125e-01
00142.ip2 	1.735653e-01
00143.ip2 	1.767560e-01
00144.ip2 	1.768754e-01
00145.ip2 	1.773876e-01
00146.ip2 	1.781028e-01
00147.ip2 	1.781742e-01
00148.ip2 	1.786227e-01
00149.ip2 	1.794074e-01
00150.ip2 	1.800200e-01
00151.ip2 	1.802860e-01
00152.ip2 	1.804154e-01
00153.ip2 	1.812743e-01
00154.ip2 	1.803446e-01
00155.ip2 	1.821000e-01
00156.ip2 	1.819943e-01
00157.ip2 	1.825343e-01
00158.ip2 	1.831349e-01
00159.ip2 	1.814958e-01
00160.ip2 	1.814171e-01
00161.ip2 	1.828423e-01
00162.ip2 	1.836654e-01
00163.ip2 	1.840429e-01
00164.ip2 	1.852695e-01
00165.ip2 	1.848672e-01
00166.ip2 	1.851396e-01
00167.ip2 	1.842812e-01
00168.ip2 	1.859411e-01
00169.ip2 	1.859455e-01
00170.ip2 	1.849103e-01
00171.ip2 	1.865522e-01
00172.ip2 	1.878087e-01
00173.ip2 	1.860472e-01
00174.ip2 	1.875880e-01
00175.ip2 	1.876345e-01
00176.ip2 	1.883122e-01
00177.ip2 	1.881170e-01
00178.ip2 	1.862546e-01
00179.ip2 	1.889987e-01
00180.ip2 	1.884174e-01
