DH	INVJ	Xt	Mt	XMt	NDH
0.0596493329232	0.5	0.0	0.0595	0.0313480278956	159.064887795
-4.74574229554	2.5	0.00186058050112	0.0593523939469	0.189264895147	-2531.06255762
-5.78020661947	2.5	0.0110946745562	0.0586198224852	0.34917013897	-3082.77686372
-5.82301383888	2.5	0.0202156334232	0.0578962264151	0.511101551619	-3105.60738073
-5.84283732505	2.5	0.029225523624	0.0571814417925	0.675097889194	-3116.17990669
-5.80492933955	2.5	0.0381263616558	0.056475308642	0.841198902559	-3095.96231443
-5.55126213774	2.5	0.0469201154957	0.0557776708373	1.00944536947	-2960.67314013
-5.0307631535	2.5	0.0556087060512	0.0550883759866	1.17987912794	-2683.07368187
-3.98199516974	2.5	0.0641940085592	0.054407275321	1.35254311094	-2123.7307572
-2.73448520085	2.5	0.0726778539352	0.0537342235878	1.52748138244	-1458.39210712
-1.76980327026	2.5	0.0810620300752	0.0530690789474	1.70473917491	-943.89507747
-1.15983369579	2.5	0.0893482831114	0.0524117028732	1.8843629283	-618.57797109
-0.84644403274	2.5	0.0975383186252	0.0517619600557	2.06640033062	-451.436817461
-0.608143474963	2.5	0.105633802817	0.0511197183099	2.25090036014	-324.343186647
-0.520671911671	2.5	0.113636363636	0.0504848484848	2.43791332932	-277.691686224
-0.471523694727	2.5	0.121547591874	0.049857224378	2.62749093055	-251.479303854
	--	0.129369042215	0.0492367226509	--
