DH	INVJ	Xt	Mt	XMt	NDH
-0.003299352018	0.5	0.0	0.0657	0.0196835714478	-12.6898154538
-1.03964041319	2.0	0.00129000248077	0.0655370131481	0.0989098235335	-999.65424345
-1.43714570626	2.0	0.00641816835349	0.0648890891138	0.178932119348	-1381.8708714
-1.54631740361	2.0	0.0114959469418	0.0642475313191	0.259762517114	-1486.84365732
-1.67552602996	2.0	0.0165240772427	0.0636122463945	0.341413319831	-1611.08272112
-1.77729618675	2.0	0.0215032838725	0.0629831427876	0.423897081515	-1708.9386411
-1.85060154763	2.0	0.0264342774147	0.062360130719	0.507226613634	-1779.42456503
-1.96441226435	2.0	0.0313177547579	0.0617431221392	0.591414991743	-1888.85794649
-2.00499247814	2.0	0.0361543994246	0.0611320306881	0.67647556232	-1927.87738283
-1.98470001584	2.0	0.0409448818898	0.0605267716535	0.762421949827	-1908.36539985
-1.89208847803	2.0	0.0456898598908	0.059927261933	0.849268063976	-1819.31584426
-1.75769302167	2.0	0.0503899787284	0.0593334199953	0.937028107239	-1690.08944392
-1.54780033752	2.0	0.0550458715596	0.0587451658433	1.02571658259	-1488.2695553
-1.41285777356	2.0	0.0596581596816	0.0581624209787	1.1153483015	-1358.51708996
-1.24845222291	2.0	0.0642274528082	0.0575851083663	1.20593839217	-1200.43482972
-1.05468148184	2.0	0.0687543493389	0.0570131524008	1.29750230806	-1014.11680946
-0.9162338682	2.0	0.0732394366197	0.0564464788732	1.39005583665	-880.994104039
-0.744038835661	2.0	0.0776832911974	0.0558850149391	1.48361510856	-715.421957366
-0.665171980184	2.0	0.0820864790666	0.0553286890872	1.57819660688	-639.588442484
-0.568624351736	2.0	0.0864495559098	0.0547774311091	1.67381717686	-546.754184361
	--	0.0907730673317	0.0542311720698	--
