DH	INVJ	Xt	Mt	XMt	NDH
-0.117894568863	0.5	0.0	0.06	0.0310867943298	-314.385516968
-5.98429374569	2.5	0.00186058050112	0.0598511535599	0.187687687688	-3191.62333104
-6.94153612649	2.5	0.0110946745562	0.0591124260355	0.346260387812	-3702.1526008
-7.14224379624	2.5	0.0202156334232	0.0583827493261	0.506842372022	-3809.19669133
-7.0448047625	2.5	0.029225523624	0.0576619581101	0.669472073451	-3757.22920667
-6.65401435597	2.5	0.0381263616558	0.0569498910675	0.834188911704	-3548.80765652
-5.8629850393	2.5	0.0469201154957	0.0562463907603	1.00103332472	-3126.9253543
-4.33015787584	2.5	0.0556087060512	0.0555513035159	1.17004680187	-2309.41753378
-2.60602246677	2.5	0.0641940085592	0.0548644793153	1.34127191835	-1389.87864895
-1.48108750399	2.5	0.0726778539352	0.0541857716852	1.51475237092	-789.913335459
-0.965692262314	2.5	0.0810620300752	0.053515037594	1.69053301512	-515.035873234
-0.718733005042	2.5	0.0893482831114	0.0528521373511	1.8686599039	-383.324269356
-0.565617317728	2.5	0.0975383186252	0.05219693451	2.04918032787	-301.662569455
-0.475303646674	2.5	0.105633802817	0.0515492957746	2.23214285714	-253.495278226
-0.431624957265	2.5	0.113636363636	0.0509090909091	2.41759738491	-230.199977208
-0.345047822566	2.5	0.121547591874	0.0502761926501	2.60559517279	-184.025505369
	--	0.129369042215	0.0496504766228	--
