DH	INVJ	Xt	Mt	XMt	NDH
0.00780207947723	0.5	0.0	0.0657	0.0369066964646	16.0042655943
-1.9113141338	2.0	0.00241875465145	0.0655370131481	0.185455919125	-980.161094256
-2.86722673214	2.0	0.0120340656628	0.0648890891138	0.335497723777	-1470.37268315
-3.23376500245	2.0	0.0215549005158	0.0642475313191	0.487054719589	-1658.3410269
-3.64966654406	2.0	0.0309826448301	0.0636122463945	0.640149974684	-1871.62386875
-3.71408326602	2.0	0.040318657261	0.0629831427876	0.794807027841	-1904.65808514
-3.42552550733	2.0	0.0495642701525	0.062360130719	0.951049900564	-1756.67974735
-2.80607632942	2.0	0.058720790171	0.0617431221392	1.10890310952	-1439.01350227
-2.08632352252	2.0	0.0677894989211	0.0611320306881	1.26839167935	-1069.90949873
-1.52046578508	2.0	0.0767716535433	0.0605267716535	1.42954115593	-779.726043632
-1.11606515469	2.0	0.0856684872952	0.059927261933	1.59237761995	-572.341104969
-0.861050845967	2.0	0.0944812101158	0.0593334199953	1.75692770107	-441.564536393
-0.648177965023	2.0	0.103211009174	0.0587451658433	1.92321859236	-332.398956422
-0.533092519767	2.0	0.111859049403	0.0581624209787	2.09127806532	-273.380779368
-0.466059188827	2.0	0.120426474015	0.0575851083663	2.26113448532	-239.004712219
-0.36542837337	2.0	0.12891440501	0.0570131524008	2.43281682761	-187.399165831
-0.32036219261	2.0	0.137323943662	0.0564464788732	2.60635469372	-164.288303902
-0.296837813405	2.0	0.145656170995	0.0558850149391	2.78177832855	-152.224519695
-0.262833476778	2.0	0.15391214825	0.0553286890872	2.95911863789	-134.786398348
-0.231186681402	2.0	0.162092917331	0.0547774311091	3.13840720661	-118.557272514
	--	0.170199501247	0.0542311720698	--
